COMPOUND,QC(I)1,QC(I)2,QC(I)3,QC(I)4,QC(I)5,QC(I)6,QC(I)7,QC(I)8,QC(I)9,QC(I)10,QC(I)11,QC(I)12,QC(I)13,QC(I)14,QC(I)15,QC(I)16,QC(I)17,QC(I)18,QC(I)19,QC(I)20,QC(I)21,QC(I)22,QC(I)23,QC(I)24,QC(I)25,QC(I)26,QC(I)27,QC(I)28,QC(I)29,QC(I)30,QC(I)31,QC(I)32,QC(I)33,QC(I)34,QC(I)35,QC(I)36,QC(I)37,QC(I)38,QC(I)39,QC(I)40,QC(I)41,QC(I)42,QC(I)43,QC(I)44,QC(I)45,QC(I)46,QC(I)47,QC(I)48,QC(I)49,QC(I)50,QC(I)51,QC(I)52,QC(I)53,QC(I)54,QC(I)55,QC(I)56,QC(I)57,QC(I)58,QC(I)59,QC(I)60,QC(I)61,QC(I)62,QC(I)63,QC(I)64,QC(I)65,QC(I)66,QC(I)67,QC(I)68,QC(I)69,QC(I)70,QC(S)1_Batch22,QC(S)2_Batch22,QC(S)3_Batch22,QC(S)4_Batch22,QC(S)5_Batch22,QC(S)6_Batch23,QC(S)7_Batch23,QC(S)8_Batch23,QC(S)9_Batch23,QC(S)10_Batch23,QC(S)11_Batch24,QC(S)12_Batch24,QC(S)13_Batch24,QC(S)14_Batch24,QC(S)15_Batch24,QC(S)16_Batch25,QC(S)17_Batch25,QC(S)18_Batch25,QC(S)19_Batch25,QC(S)20_Batch25,QC(S)21_Batch26,QC(S)22_Batch26,QC(S)23_Batch26,QC(S)24_Batch26,QC(S)25_Batch26,QC(S)26_Batch27,QC(S)27_Batch27,QC(S)28_Batch27,QC(S)29_Batch27,QC(S)30_Batch27,QC(S)31_Batch28,QC(S)32_Batch28,QC(S)33_Batch28,QC(S)34_Batch28,QC(S)35_Batch28,QC(S)36_Batch29,QC(S)37_Batch29,QC(S)38_Batch29,QC(S)39_Batch29,QC(S)40_Batch29,QC(S)41_Batch30,QC(S)42_Batch30,QC(S)43_Batch30,QC(S)44_Batch30,QC(S)45_Batch30,QC(S)46_Batch31,QC(S)47_Batch31,QC(S)48_Batch31,QC(S)49_Batch31,QC(S)50_Batch31,QC(S)51_Batch32,QC(S)52_Batch32,QC(S)53_Batch32,QC(S)54_Batch32,QC(S)55_Batch32,QC(S)56_Batch33,QC(S)57_Batch33,QC(S)58_Batch33,QC(S)59_Batch33,QC(S)60_Batch33,QC(S)61_Batch34,QC(S)62_Batch34,QC(S)63_Batch34,QC(S)64_Batch34,QC(S)65_Batch34,QC(S)66_Batch35,QC(S)67_Batch35,QC(S)68_Batch35,QC(S)69_Batch35,QC(S)70_Batch35
Trimethylamine (TMA),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cis-Aconitate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suberic Acid,333549,298883,288468,291651,291218,288225,292491,295456,258637,296695,281808,272076,312999,307242,297150,311272,297593,285809,302412,301828,311307,300291,300694,313318,319139,330003,301992,292247,323607,326796,330089,316464,327348,302747,338146,317313,330679,354115,329978,333613,327205,343561,313398,362158,360428,320518,362187,377154,350176,340705,341293,322933,352736,350671,365713,398035,365873,389186,396828,433129,368261,354585,323390,338269,340737,290993,351339,364431,366396,369298,221890,216429,213168,213452,223969,193178,207536,217172,190780,211600,200203,215912,224780,221767,231016,211401,226110,239752,217502,217285,215234,232472,218318,231884,243069,232160,222384,240801,241711,259006,248198,224113,248863,249482,226655,231945,225582,264218,233126,228126,250938,228789,235771,237405,273957,251753,253914,256383,244506,220715,265564,256549,247090,242132,253264,258529,264598,292786,267515,286245,303683,312076,298192,329182,323597,318295,341890,366113,406100,412022
Indole-3-Acetic Acid,212281,211841,205653,199940,200104,189091,188617,201262,203168,197779,173707,187145,189491,186584,183063,201119,192921,191560,178995,206389,175533,197765,184858,206990,200279,210882,210728,193439,192442,199753,212548,218558,187168,193789,193495,208728,206471,203899,211227,210992,201568,206751,206631,189604,202514,209108,195290,195724,203795,206753,199581,206011,210432,192472,211509,205088,217351,196982,216435,219342,190080,191476,176049,178111,175279,186366,183605,183259,163315,177195,42320,41554,41610,43592,49666,44269,39650,37163,39723,42744,36831,39501,37337,34035,37616,40305,35849,34293,35999,41613,34364,35434,35243,37620,35760,41221,34588,38278,40400,43938,40446,40768,36379,37812,44355,37310,35876,34027,40190,36760,34968,39305,34746,35215,36972,36164,40148,39013,37376,42687,35284,37610,38828,42951,42674,37998,37024,40201,37157,38148,38466,45098,46968,42897,47909,41993,44140,44312,44670,41378
Citrulline,15786917,14899964,13706369,13701591,13674559,13711893,13167557,13150036,12902026,12903006,12206159,12815674,12627807,12363012,12258891,12694931,12019803,12158006,12655596,12306442,11757598,12316586,12483660,12914583,13252777,13323867,13386284,12682415,13232727,12407004,13518782,11113416,13463531,13202566,13434288,12963799,12894337,13767556,13267670,11923817,13129812,13613925,13929255,13737958,14191039,13675841,13724469,13691927,13372696,13371736,12778297,13711149,13423617,13356242,13150107,13225147,12223079,14145965,12391499,13113314,13415144,12509319,11594089,11590451,11100085,10074652,10650102,10596950,10418869,11018608,37521294,34733054,34210401,32944082,32704742,32331833,33344991,32629441,31582474,30982566,30556156,31076729,31447148,30174250,30554179,31090236,31336322,27359875,30368332,30542489,30341003,30731057,31061780,33009979,32925955,32554204,33175238,31919533,29903024,30545403,32355068,33485203,33657843,33859968,33448081,32905337,31667665,33556033,32786220,31174573,33085511,31918763,34913555,33932494,33363107,34576330,33949729,33777990,34015514,33131288,33500579,34478466,34251434,34562169,35129059,36258782,36925059,34533787,35877406,37600880,36902898,34846244,33856436,31865778,33329014,32917145,30747584,27195148,28856311,29551397
N-Acetyl-Aspartate (NAA),334755,335539,363631,326613,371629,323465,332456,328073,325326,341326,338454,338373,349680,353519,342937,358401,358419,297664,367296,390558,371945,387659,365646,411724,414976,387568,447078,430219,425895,440371,306835,423433,412398,347796,337293,308530,284218,442876,350099,510217,409838,503122,487780,455863,456262,469238,435901,430880,365749,287421,353859,310039,250810,253290,153692,213866,205787,131912,94081,132995,233926,355680,398472,356822,380947,306864,352427,384966,343483,308809,456485,434295,465231,467948,503488,471358,453377,438034,479898,486931,467808,477396,454577,477984,495846,475451,488297,442766,484163,464178,467576,432536,446480,521614,546754,541980,541803,502642,537489,451083,369992,343824,309218,313030,312739,295399,209861,342547,320307,415211,246218,468625,472769,324017,384645,438606,380598,320249,296519,210065,236996,209619,161633,149207,151465,135206,121215,96021,98763,108207,103375,85290,81575,82667,109413,138848,357613,259011,256875,197722
Ascorbic Acid (Vit. C),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2-isoPropylmalic Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3-isoPropylmalic Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
n-Formylmethionine,69371,62718,56064,54249,62171,63790,55382,55016,49261,52012,50253,59119,53305,51945,54009,46219,48439,46323,50514,46028,51630,46666,48871,57713,52227,54313,51346,54545,50198,49445,59789,53392,55618,49072,51393,54974,52282,62519,59280,56073,59645,63681,53575,56126,60312,56693,53683,56466,49745,55544,49353,52530,61014,55751,53824,55640,53003,62326,51739,62184,57524,47058,50399,50495,49524,48671,45936,47411,52339,46686,243807,244411,229871,225278,224198,214733,224931,216688,207187,201559,201041,206298,214312,203016,201936,202069,186825,191151,199890,191899,200912,189026,207700,211309,217133,218261,216203,213402,226505,206994,226925,215499,217506,220967,209704,211075,202824,232344,231018,229836,238507,227293,218846,227751,233745,233226,216909,223391,210556,215554,203885,215465,230714,218108,226349,230109,223188,220204,229967,242914,244512,226782,229378,229022,213902,201935,190635,182713,188822,180256
Hippuric Acid,2953400,2757144,2670497,2662489,2562596,2600622,2518440,2477458,2466828,2388190,2474898,2401703,2353028,2399378,2370303,2353526,2316315,2320521,2364285,2340276,2346715,2294879,2292812,2495579,2495575,2538817,2459117,2518922,2478485,2510404,2708814,2518508,2524702,2490655,2476165,2455903,2483009,2595039,2649718,2617164,2542999,2474880,2566513,2597544,2596050,2564638,2540197,2541590,2524579,2587108,2595927,2576685,2671141,2641554,2656723,2669275,2673594,2735760,2751636,2810332,2617290,2473037,2301745,2277567,2209206,1999546,2265858,2242699,2234771,2377204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Inositol,1520116,1480540,1442804,1440476,1453665,1437352,1486754,1426798,1419318,1436671,1399375,1395240,1410111,1426372,1410454,1369929,1372945,1404280,1444523,1378599,1392383,1372263,1440625,1450568,1394485,1400391,1412761,1421133,1381860,1410799,1409615,1241385,1387011,1419825,1428906,1360541,1382519,1423240,1396491,1337537,1416233,1351442,1397492,1370359,1364624,1343548,1408330,1398600,1316876,1322923,1371187,1344133,1372200,1373519,1391533,1401233,1362917,1472866,1486447,1419376,1404602,1201612,1188953,1213574,1191705,1110789,1170313,1170881,1123681,1095251,810434,774955,800334,762192,798243,777284,760058,757799,729403,744741,740098,725370,762920,734809,770154,753301,748641,749494,760387,751204,748267,725924,774853,761115,766973,751802,732507,766967,767397,742871,731569,750846,748814,773503,801941,762472,755057,781351,766161,794654,745323,696920,713426,724281,748598,747470,770608,752704,754771,698278,719255,717821,767834,728041,781098,757672,780308,784110,759776,809331,806708,774163,775339,761067,780623,727849,722924,667671,704593,684449
Glucose,9827063,8677849,9518553,9850899,9930670,8976170,9495807,9149646,9156520,9707766,9409803,9991891,9156796,8806208,8982002,9570993,9088244,9593497,9573437,9213305,9410687,9618669,9407471,10009861,9487056,10393041,9919925,10074537,10746903,9809849,10184316,10351986,10225701,9573782,9539363,10321839,10018270,10159963,10687210,10051451,10217574,9771603,10084628,9695114,10357632,10344127,11061223,9627428,9560356,10671143,9696829,8765507,10016910,8980033,10034940,10630445,10941578,10968464,10684488,10905322,10611600,9297638,9458760,7988124,8062713,7868715,7572293,9318355,7973852,7708576,21083986,21739543,22676484,23481202,21481587,23610091,24704235,21651113,22575942,21737979,22616710,22311241,21892260,22224650,24408428,24100360,21820577,23935615,21610851,22310723,22647077,22916682,20696370,21152192,22547799,24278171,23356660,22613595,26894698,21613870,23493652,22346913,24125141,25027291,22439093,24267875,25278791,22405505,25086179,24700254,23634181,24586053,23776445,24523766,25163925,24578090,25169511,24952741,23899211,22596136,22764730,22722501,22357094,22710365,23676197,24770349,27215269,24976695,28164649,28727103,25134824,25971342,25671245,22878067,23769683,23470006,23140146,22058348,20695357,19836407
Mannose,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fructose,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OH-Phenylpyruvate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Theophylline,1137648,1122570,1056746,1122434,1128693,1149846,1159990,1168405,1110660,1097393,1128576,1100587,1092717,1121134,1126973,1093983,1125993,1101987,1121125,1149905,1149664,1099083,1106445,1127356,1204552,1194939,1206364,1174818,1198973,1164040,1174795,1088971,1155201,1190929,1194188,1199418,1248741,1257172,1269470,1272912,1243818,1256525,1253507,1301538,1268338,1243261,1295241,1272591,1314238,1266446,1259987,1281087,1305294,1286662,1362600,1364731,1318726,1330420,1363142,1315975,1286048,1294358,1309496,1297878,1355735,1370370,1075559,1169002,1144294,1174561,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sorbitol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Homovanilate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mannitol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4-Pyridoxic Acid,1154912,1056982,1045663,1111475,1054838,1117394,1060470,1014639,1036015,1043743,1016504,997926,993327,1028629,1043949,1024069,996008,1034776,1061819,1031560,1042809,1030559,1027807,1062201,1071129,1089746,1050950,1098097,1112865,1119033,1066291,1143704,1105005,1139673,1105275,1150664,1229730,1190125,1214180,1154153,1162292,1148446,1210546,1195195,1140480,1110293,1152254,1112091,1128100,1110212,1129070,1187093,1203256,1141670,1238891,1242191,1237966,1293763,1263108,1269966,1201805,1189474,1019201,1030962,1049908,984837,1018688,1002200,996767,1060874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Phosphoserine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2/3-Phosphoglyceric Acid,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
