COMPOUND,HMDB ID,KEGG ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320
Agmatine,HMDB01432,C00179,149662,105146,154879,135091,140767,195039,92242,138308,123901,95757,122957,148459,126919,65363,84206,160420,92440,79234,112374,104988,80069,141410,107857,131192,105774,66634,125112,80503,72392,106710,119665,86689,72025,86116,100698,78024,95319,128785,83706,122726,152313,153141,116818,92347,97339,76773,103816,106113,90655,82245,88588,54204,105311,124762,73514,100573,66463,70224,59523,82719,47182,113074,86231,81419,54268,40309,56769,61001,59358,101730,73097,78222,88432,67642,77409,72634,59906,71158,71327,59142,85862,68650,73111,120941,46819,77893,67336,68381,35422,66845,60531,85548,106415,99952,59371,55797,80035,62689,81772,85012,92513,49813,97097,58472,149446,87134,76619,95899,81451,60138,77533,35192,79508,84625,76575,68840,61402,74884,48985,97352,62379,84743,84941,66078,80057,87409,68677,72930,62751,80222,50846,76680,52164,102006,66230,81119,41437,55862,43027,120628,60373,66487,90210,216562,60570,37993,77823,77405,87558,110014,54671,53296,69133,60929,101787,47677,55821,106315,38735,66412,70142,87694,50158,72825,75337,47940,61046,77555,70805,68456,67230,47780,59871,57171,66403,69917,76440,58614,49280,59448,64766,81062,97255,76016,70817,87281,85675,88064,62662,85372,44130,78731,46768,46518,67963,119198,88123,41090,85767,63267,50941,66320,93034,105202,71779,69070,65473,81291,47094,50117,79821,56997,80943,79771,49278,66961,89195,73009,80750,67930,48559,64766,66468,108213,73078,52554,53864,86529,55148,77790,71178,55760,57951,85063,63474,90673,98628,49961,54426,114743,38340,121785,81632,35716,83788,75070,55246,62157,88069,45634,39780,64607,94080,54962,76201,40053,71842,61132,60259,91135,41436,38527,105874,79391,55951,68143,91337,82630,56476,68766,57419,77629,66342,70961,84817,51905,65585,77744,66176,82058,77499,51685,43093,53792,96877,64005,74546,42605,58279,55528,68210,69832,80081,47209,38286,36193,61417,38974,69954,76552,55087,119743,101246,67103,74980,40847,58302,87348,41257,67640,70704,62186,40794,65693,33772,63064,71861,88821,31752,100977
N-Acetylputrescine,HMDB02064,C02714,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Creatine,HMDB00064,C00300,42062106,9204984,9098846,7816440,16363347,9597828,40913393,37492868,4459510,16997370,5543151,13824618,7072552,39581844,24494312,33268928,14805120,10598422,16692045,42946817,13617574,63159384,25728503,9394281,12590575,10692700,29672024,19318294,7673054,19518819,14921493,4447968,6058171,6454274,5689920,22563225,19803231,17881176,6146832,32926423,23183209,19470613,7751486,12800223,4769387,9548137,4931680,9998133,21880035,8673705,2819217,4005874,29590935,9672245,7344062,3419006,6258124,11532321,5536431,15571552,4839803,24671178,10670191,5156963,13423078,3235776,7750287,24744052,37398078,18429077,6531428,16281202,29669637,10478839,38369257,19904803,4166325,3300194,2711247,3912909,2730234,2608071,7440966,14255442,4469534,5298023,5896302,11421776,19518016,5675001,3816654,32072908,28095350,12705253,3012088,3832307,3716031,12027054,9605877,5353747,4223090,26046243,2953712,2859735,67645308,17000851,18449469,9663581,18914589,11865395,5003127,2124897,3298227,7619657,8344180,7635259,20659884,7389681,21497617,6275354,17987335,4372652,4827148,15686864,7042323,33367332,4335479,5758933,6109887,7413771,5963091,11617528,3375648,37347950,16842106,30362146,27669345,2452002,2555620,10578673,20106726,7122445,16977776,30171413,6167661,3079724,2896910,5044820,7461822,16205808,8068026,17583731,22005766,3492783,9441216,4761054,4489147,5440912,2237173,3849098,41811881,4406254,49435757,12824064,4451949,9814940,8928600,5983977,15057692,6761892,7127831,13821296,29331007,4145709,17536489,7129463,11323171,5635128,32782668,3181249,14207366,19567830,19405605,22356251,5186472,17450957,6249973,10403809,3292953,26274874,5023459,27712191,24861829,12916875,5217796,15556810,12192792,6787339,8265551,23037446,3994022,9185987,6218568,7057202,8455973,12753047,2259932,7058253,3776086,10514707,34066062,4494675,6625589,16802894,9042197,3106423,14184379,3263280,16563494,5758506,5523407,3732379,9032726,10594236,30111978,2087279,6450277,4049006,2347115,23119438,4325774,3774438,15652637,16014255,2445146,28384570,39213539,12765737,3689173,8046158,19929745,18459649,15741281,33938435,5486175,15266561,11108812,5649464,5347452,8339239,18827148,7799958,34844303,4265870,2118785,2663283,14006271,3577444,31831828,11321387,10645809,4880300,14815716,5275794,12304129,10752892,5845486,8975362,6693820,15789964,28513760,2469190,2586511,3026820,4637916,3633400,2771420,4083710,5035378,7199713,4447072,20542344,1702746,3446797,19109170,6618190,15080485,8634553,21436338,3540187,5007759,18100441,3841003,8581718,26660687,1651931,5078870,5205671,5981752,10825334,21814792,8740701,7034766,4502669,5264985,4831047,7214469,11782059,16067598,3249041,3267817,6407281,13449905,16175460,15028245,8818360,7158503,15347871,1619393,5755914
Hydroxyproline,HMDB00725,C01157,3645561,9075150,2689486,2993416,4803223,6080398,5066671,5142924,5767629,18300841,13120477,6712637,6278333,2369929,5813023,5801187,6657953,5789121,17081865,2897753,2037481,5287551,12454494,6109568,6002080,9773077,3989001,7117388,8047495,3155211,7619545,3985501,3626870,4927780,7306401,5547744,5772835,7567992,8510854,3331777,5541022,17019604,5671856,4723826,4387814,4203669,6962698,7228366,4769852,9970109,6515610,3580432,4721533,6050512,15979181,8158516,5313402,10628440,5570775,8594804,4899172,5256703,4998664,3974287,11353320,3899062,7907395,4341599,3787654,3054196,5443844,5159955,12893358,2585068,2338432,4491147,5760701,39061892,5022235,7436828,8281214,4473092,4495646,11587729,10515698,7769132,11247136,10053158,2974895,5119791,13646805,5843957,3526067,3818635,9663087,6793156,2774104,2775495,13084118,7921575,9351648,2386246,4830237,4031505,6482146,4738442,4149767,8091550,15934211,5234639,6288671,4178366,9215287,6016602,2912910,5064396,10154402,6285016,3889501,2932530,2152319,4737124,6158742,2701677,2967582,4172326,5445085,5002999,7338156,6189932,5101832,6461801,8297203,5183700,7995526,4547930,2324833,2940381,4402504,4383658,6244996,5756349,8106815,7232878,4624298,4403527,36881301,10293385,9893587,4046327,8250043,6189646,1882107,6709981,3515731,4501064,4185342,4834306,11102894,4249021,14564796,3667331,12374146,4490790,33093628,8409648,3841416,3415579,11889863,9664949,2204177,9943164,5951943,6616240,1952446,7088854,4544434,6027321,5257742,5614718,2973301,4651089,6660176,8596590,3368297,38118463,7506900,6711185,10457299,3127960,3509489,9896682,5245801,8152086,8293326,6291701,4374092,3724249,7252543,43243025,3616317,6185677,7168790,5667670,3196506,5700845,2909081,3733841,5714121,3644370,6978529,3399131,3468218,13645460,2864417,4495824,4379557,4446709,6549367,23501304,2232983,3230949,4332054,2784248,6083090,3619525,5921183,2642235,14367509,8514949,3806325,4471455,2646843,6047940,13704838,4214671,7403694,4728527,2773915,10660914,2803933,8128152,2798005,3499305,2413155,4467926,3429426,3847458,2062124,2912639,2804015,10446830,3643838,15043482,3429820,5488633,37930659,4637123,3080600,3970001,2712684,1321504,6967486,4485773,3592679,5305553,7959509,4249553,11126006,3743845,2787819,2786429,7694772,4381443,32133625,2515452,7120007,3891414,10953417,3128893,2039741,3261674,5813512,1848948,5595029,5136675,8227906,5844603,17181996,4078846,7879833,5269001,4464931,5113177,2462761,1620675,8821148,4719935,14302601,5718816,3940207,6576985,4619706,3959686,4325122,3295811,4584312,5038741,1922295,6387718,5263085,4568416,1984914,5347298,1115940,7044212,6360431,5470556,7330321,8825959
Aminolevulinate,HMDB01149,C00430,1097828,471839,248114,260792,462233,307112,1108411,970917,223798,716361,385646,484326,283888,905383,764853,889612,443935,329875,789747,1009812,384600,1533773,849829,304633,353234,476710,768583,519903,321443,520454,507036,175234,197811,231190,266584,657174,620563,629865,302457,812940,687178,809248,270939,365970,234529,311326,262248,396977,544141,424189,162268,150484,742824,321330,507938,245285,259186,543343,233564,533715,241190,675014,342782,193487,614034,165139,314479,723046,1018386,484312,254196,540538,966334,329545,915626,554957,207215,948854,164407,237940,223045,152653,273931,517602,318121,292237,446491,467674,502225,217596,327129,846473,732950,373744,256271,227629,124895,307492,451291,289316,302519,622888,196790,189115,1717753,513638,485321,395429,843327,370064,263188,147717,269519,267573,272665,279934,770413,311146,551518,209670,429258,179697,208134,411923,217378,872969,213088,263189,258662,308814,289656,441480,246844,996617,570560,853921,725604,117174,182891,346939,708656,328666,521464,903938,236815,205853,847333,357561,427695,410630,334422,566611,526535,209808,304579,216981,173171,231999,343786,155805,1424435,189527,1342825,403825,823448,435263,290385,201662,661998,395036,197708,456080,876181,259200,506102,327919,402415,222282,948533,174773,378753,572378,615467,633931,168580,1267123,259819,306370,357591,757884,168293,961565,724439,552546,319803,487770,346816,227550,369568,1569093,162897,344106,368996,292301,272782,404204,172282,227614,175360,297112,963540,141158,242004,722641,281526,158774,387047,144313,521934,686995,174517,128091,299332,297802,805182,166544,253912,183032,353774,764190,179098,209436,457081,504433,352853,794283,1137717,407710,113256,449546,555482,659276,409280,912761,180170,530959,353201,190753,160894,205246,474419,427961,827064,425785,146644,188326,1132842,213663,846996,346439,353170,126890,547982,211036,332610,376463,322097,279230,433884,418967,732126,91200,243453,157121,732477,127815,246593,184103,320650,226736,166183,536290,197503,116521,529155,280893,561694,343972,919976,240672,322470,554057,179947,311285,751691,75929,337115,283385,460965,370512,623018,413883,321848,164210,225793,203581,306596,405703,472148,234721,225253,311165,374426,541185,385417,361575,296576,505521,224494,378061
Leucine /D-Norleucine,HMDB00687,C00123,45393698,31432182,33630360,29624933,28376956,46996337,24562023,26740101,33339773,19120106,40024619,27192364,29468848,33660554,28829440,47672773,20566791,28329137,25367934,31426874,26419435,23863090,28338098,28853419,31673927,23372833,27266665,28510147,27806179,44231640,37420734,28136910,28474399,32311172,23660388,21230124,30215123,24713281,28995263,41888902,40238443,27724858,23052235,26368334,29423021,25833456,24677286,34798452,32352575,21516992,21363272,15468446,29722870,32538282,30532310,26361327,28107380,25860390,27203878,20354593,27545696,34078470,23796208,39649926,22754081,25829855,31146797,17247519,25248695,24104251,27190282,28181426,25151283,27645111,23652416,25923865,21551963,24067241,23853100,26073000,24601256,25244773,19787837,23092480,25701967,24800730,22028595,29609685,23623630,26665473,26270556,24866386,34508519,33497637,27068091,26171923,26516865,19003089,25959970,20906809,25328733,19321316,26447876,18910609,30055922,18624827,42737021,29676771,28738243,17645967,47390256,23078029,23181655,27394186,20997950,22152145,12662057,16598176,23901721,26865352,22679661,29979836,30477934,24783557,25466078,31636864,24133952,21949022,27024692,38463582,21197201,23475639,23988491,26806000,19974286,27444277,18265395,14627738,16550572,32578035,37224747,17735667,28266929,40183109,31687942,20218081,26453613,19270079,19865622,33788228,17969478,24813029,33336783,26313865,20373608,17641251,20712156,21984295,23152018,18592044,20268415,19005161,22392343,17062934,20793977,18873478,21990616,24301518,18729005,22431803,26520754,18034169,25095390,19266262,31668433,19494055,19438712,16639989,24214466,18330703,25116925,20097463,23871543,21104665,17177269,23439006,13757173,18683698,36894834,23585813,16685239,24975846,20689370,17524989,20094194,33290423,23645449,21034696,28834804,29572781,18535217,19920053,21855080,36614597,27460957,17266321,28098352,22998184,23908442,15358323,20525121,18634329,34941734,34332373,22149195,18499487,18026516,22049503,22468335,21141909,13760439,25446388,16524675,26620233,31682677,22860088,21408995,16203649,16394354,17933961,26675537,27220708,18461580,11594678,28791350,26521998,22329826,18443894,18271029,27339025,15561289,30879481,17006225,24220073,23536926,17431958,28247345,17952760,23515853,16461902,20153556,26920694,25166141,31349530,27543388,15345654,16699239,23868144,20706062,20393377,14398178,19719366,27047466,29090810,18559163,19313800,27440274,19539071,17934670,17194063,10538565,19596200,20990076,29889341,23174859,15165503,15298682,18696398,21727192,24639985,22949117,20940134,19709506,25149775,15522650,19322675,19258860,19755334,20451673,17366942,26780174,14971644,27191072,15845644,18830123,17469731,20237202,15847220,21060058,21015603,12983181,26621261,17911440,26621127,22892511,15884280,12466033,22267867,19893324,25123010,19841085,19182455,16186061,19761853,18502873,24245079,23067932,17792470,19217283,22347596
iso-Leucine /allo-isoLeucine,HMDB00172/HMDB00557,C00407/C21096,14212022,8528638,9500709,9932633,7719132,12876366,8055311,8794525,8512874,5669090,12200943,8698779,9641400,11542433,7377352,12234544,7393294,8730413,9197760,9739429,8948213,8400263,8083416,9285403,9980520,6929075,7975675,9534119,9716854,14850902,8930808,8812923,9095529,10691275,8041682,6609083,10208632,8615411,8549541,11581140,11458459,8842284,7540549,7707135,9851005,8813088,8135549,10683221,9532279,7836170,7030468,5656235,8194254,10135991,10032208,8572497,9092301,8941178,8358128,6449952,10024004,11171302,6782022,11270804,7274241,7567051,9992207,6039621,7379038,8781268,9705304,9667716,8506683,9440409,7573972,8462514,7689899,7223319,8199564,8439281,8125038,6893949,6674045,8481506,8373523,7487058,7800879,10645725,7948470,8713174,7815712,8769424,11167962,12950770,8711356,8487323,8879383,6206531,9010444,7166347,9918203,7502925,9104979,6904726,11339865,7495062,17283863,9869875,9424023,6803575,15718256,8332837,8028192,10416190,7583446,9012580,5627935,6400240,8223735,9946816,8888301,11112612,11538170,8915458,11631817,11591193,8589275,7730261,7953784,14402246,7723929,9668773,8528073,9758059,6391624,9497327,6810103,5207005,5682308,10943443,11906327,6707153,9855072,13881424,10579259,5863092,8799313,8147532,7581494,11913013,6512487,9009794,11559301,8748764,6849682,6592856,8608822,8323933,6931772,6650082,5062384,8514547,8819375,6645563,7289940,6382810,8246786,8439811,7071350,7555447,9073664,7317737,8672119,7340031,12009032,7226908,7508907,7233958,6522320,7114496,10116524,7505925,9400167,8641256,7239467,8603759,5324183,6431046,11751986,9288242,6480714,10660131,8505781,6163093,7467503,13263644,8816446,8164361,10580406,11006906,7236235,8729178,8160185,14100442,11233177,6944429,12798809,8667050,7360989,6193772,8832370,6502958,13776315,12360871,8450918,7046935,7038907,9457372,9430995,8151171,5689795,9779411,6845778,10904252,12303937,9784599,9453275,6639385,5946879,7134209,10327244,10198981,7422009,5314730,9323338,11295509,9895303,7551275,7022116,11067404,7308819,12484987,6840588,8991313,9291353,7813850,12272162,7287994,8974723,6506027,8043874,9438006,10207039,14595551,10965175,5970526,6961188,9052281,7531565,8171791,6558849,8156462,9141862,11153283,6967889,7415723,10486015,8003075,7323096,7391937,4659129,8845545,9117657,11514192,9098642,6382265,5592584,8477861,8107556,9692119,8402063,6286960,5762616,10390962,7134232,8497593,6994354,7560813,8095909,6173836,10639128,5663636,11338659,5144404,7786445,3370389,7363608,6348837,8693622,7688801,5306112,10469837,6823946,11365745,8162589,4722964,5004764,8514302,4314742,8632467,8553425,5117640,5126873,6684086,4399300,8644974,7744272,6495346,3438974,7535760
Ornithine,HMDB0000214,C01602,2679468,1878852,1740043,1694732,2339259,2452597,2270000,2600393,1276782,1638210,1713192,2812594,1850870,1511392,1351950,2328268,1566586,2016619,2328230,3735023,1827281,2469691,2321106,1934927,1424206,1345756,2052083,1950379,2170960,1625937,2075756,1379562,1838943,1450554,2243802,2334520,2034580,1605398,1755470,1748587,2535666,2335614,2036039,2048106,1431451,1358344,1572900,3080598,1759981,1611726,1896167,1236022,1794052,1894651,1642406,1207849,1401152,1980070,1631409,1457871,1498684,2205751,1364532,1764094,1400210,1663910,1820028,1147063,1162856,2782098,1566920,1712174,2461902,1443014,1595357,1574072,1348485,1392926,1316389,1944367,1605737,1122200,1490193,2220283,1045093,1637923,1751925,1552394,1220238,1304926,1452811,1787282,2008608,2007468,1114139,1253557,1218974,1450560,1862019,1380802,2182445,1156657,1559481,994841,2471156,3754984,1906070,1725271,1584729,1369986,2243449,1087062,2760171,1533173,1331004,3861502,1351826,1527096,913284,1876894,1712620,1473959,1930409,1217540,1641916,1677373,1570607,1720528,1664663,2250445,1303167,3804739,1215575,1507415,1419306,1933612,1029279,972902,878405,2241297,2563505,1745450,1442191,2518972,1365400,839452,2188469,1684517,1165830,2144266,1354090,2544989,1840107,1276753,1625006,874106,1073521,2434802,1111985,1352610,2687161,2173466,2098891,2315467,1393097,1364434,1645925,1419077,2036538,1520650,1715261,1123455,1482913,1588116,1551158,2111545,1587176,974476,1409690,1297028,5239373,1662161,2008915,1844720,2698174,1932516,1588846,1265282,1706553,2054064,1288860,2741208,1671806,1282597,1717002,1969747,1912360,2505878,1508187,6017010,1011185,1151901,1499608,1716865,1415565,1749890,1769289,1899087,1100100,1529235,2754262,1885512,2414154,2274140,1402430,959383,1419203,1371032,1728283,1547805,1781260,2036910,1250640,1723809,1906625,1392441,2044774,1228896,1046113,1149746,1668718,1188497,1445782,1287515,1899609,1685439,1885904,2051891,1014845,2043758,1192261,1760462,1996330,1612123,2089544,1491064,1809023,1326827,2307002,1483930,1281836,1427350,3057979,2585332,1248695,1025236,2353943,1541926,1075620,1775046,2002549,1432878,1901025,1868899,1012127,1690372,2028104,1717198,1349604,1409704,1433068,1634687,1125160,1943349,2409412,829179,1202687,1347428,2236275,1703359,1349168,1116561,855208,1390060,2148786,1708381,1579462,709552,2097261,1206146,1282664,2032696,1803693,1706988,4778386,698329,1477754,1085028,1345287,1852856,2335713,2275373,1651007,1406528,989689,1136964,1079614,1447163,849106,1351428,1777259,1604475,870167,1430040,3556330,1974079,1644246,1645457,623202,1866671
Asparagine,HMDB00168,C00152,1761397,2154335,1825819,1812347,1597511,2121843,1797117,1756641,1602527,1269339,1755301,2907349,2076811,1461778,1760736,2088097,1646987,1880001,1699462,1994199,1821462,2017887,1656495,2030578,1455483,2313373,1964160,1983985,1690425,1672461,2329187,1782051,1950812,1909561,2050185,1631706,1933733,2038997,1707768,1827628,1562452,2342187,2336756,1765673,1867359,1667153,1775049,2032848,1469916,1618666,1604164,1176657,1596346,1902250,1874601,1703435,1743122,1636657,2374622,1817914,1074265,2423056,1562185,2092485,1279692,1445581,1586019,1253498,1810221,1783754,1685888,2204475,1679273,1500250,1690432,1680511,1286513,2202181,1585296,1660114,1687507,1913305,1560445,2208444,1505873,1962404,2162467,1937719,1581344,1707775,1723863,2467305,2267877,1928023,1700651,1997665,1649892,1748803,1622533,1472395,1953197,2041024,1909778,1268786,2600554,2278673,2282753,1644466,2139594,1672994,2042662,1458105,1669468,2142698,1296600,2851826,1956855,1264504,1355498,1973576,1526473,2124844,1865775,1153690,1457892,1948710,1450513,2096108,1960013,1898186,1391050,2661572,1608333,1483512,1856104,2135262,1193508,1364097,1106850,2120843,1841003,1595824,2004380,1802001,1292832,1082858,1413950,1340881,1989578,1794534,845092,1809551,1626715,1728428,1633104,1147117,1451556,2033039,1753431,1405779,2286033,2676731,1317726,1862793,1478413,1170036,1355610,1490631,1694769,2397160,1769366,1060382,1667613,1324268,1703403,1319555,1525316,1570039,1612619,1459167,2480754,1410760,1933753,2210509,2754137,1503548,1682637,1617248,2180075,1831268,1628183,2443040,1369728,1821557,2185386,1939041,1800844,1126554,2146120,1608665,1475853,1603529,2048728,2039887,1722493,1850049,1957657,1787762,2096266,1570239,2306714,1344423,2322794,1918396,1519509,1416866,1381080,1596303,2269839,1406274,1171672,2217541,1376531,2332318,1825293,1597264,1832305,1843876,1563454,1144764,2139154,1786248,1515407,1611894,1737515,2542025,2058940,1669935,1488618,2499366,1634257,861004,1872264,1315220,1379112,1666462,2088028,1515012,2483085,1234781,1448674,1852087,2849120,2322085,1500967,1914905,1443593,1942436,2188820,1859902,998282,1531702,2357151,1603404,1487606,1625934,1998050,1688846,1610848,1593277,1251779,2028755,2294186,1780716,1452747,914262,1504697,1500522,1335519,1476490,1440979,982431,1393044,1428758,1469957,1728285,1476656,1330808,1202249,1547475,1766773,1362353,1614801,2016608,1374899,1335433,1529483,1693030,2046960,2250800,1505427,1292051,1873180,1578995,1714573,997068,1043600,1465942,829630,1832876,1871369,1485223,1130661,1466214,938099,1927352,1621073,1120938,900368,1600878
Aspartic Acid,HMDB00191,C00049,221393,276204,213938,222309,793188,1757447,286511,280834,262530,169874,244143,221336,240530,162153,250221,711955,286392,230952,394262,222236,191163,331631,253423,198824,265981,251824,269913,299425,199540,982307,1381837,297182,184656,336936,161703,180137,134518,215801,378807,1649565,287705,2192648,416533,755936,141527,266190,271010,197218,267033,225072,182423,204252,226361,1985881,744716,285956,110139,298504,200057,341071,228447,354148,192003,270399,119456,189990,213209,164437,119329,265387,365740,681621,224871,212982,215578,187261,188391,157159,194573,203425,132337,166996,429242,264121,272041,245004,242289,489570,248408,252677,133762,163240,882661,227835,215409,260450,204057,224365,109857,252935,380489,307706,231934,169914,2021631,451042,148176,2178204,955894,579005,367942,229199,124266,184488,154495,343545,272591,177071,114512,202817,310581,430790,215869,261400,357826,1828621,242996,302664,299423,175149,146332,484771,213738,1375108,226760,1145088,141454,152686,144647,1721563,526426,282125,1706181,5258973,1074871,240430,239685,223512,405113,1911514,165701,341649,241761,262560,268281,163792,243431,167132,141671,161538,414311,122717,231626,310241,327819,268170,244844,212426,190059,264430,215497,162199,136202,198721,197101,250709,175953,161135,201639,187713,365125,234261,304931,223500,279982,276514,218431,399723,281068,571576,206152,591470,167888,198297,175350,1784559,597050,290867,1090879,350338,200934,467172,265533,2534886,260639,199056,399991,283003,212446,133759,273884,146284,205710,389967,283785,226474,250227,328793,1787345,302036,222848,305860,196587,375557,257373,180990,153524,275732,219351,210029,237356,223636,165534,225703,145811,1949470,217682,157819,160196,1797818,132184,1142093,247471,241105,546134,318661,266252,160730,167757,168870,258715,226684,298563,369679,203894,214666,147534,207067,189893,352504,183282,252961,805172,182917,220767,272606,149633,783989,274089,171113,184955,203181,309780,224636,244719,215848,148097,184737,298894,173845,197195,156764,125054,202617,173132,223324,312392,194684,128728,234742,556440,270242,265199,150196,183074,151624,242495,215535,184327,190264,479530,2754985,386770,390517,429027,432125,291418,213421,478965,345511,244895,123669,185048,168554,1419563,295422,375943,153768,128304,230551
